78,"Aπό το τελευταίο μπιπ, υπήρχε αλληλεπίδραση με το παιδί σου που συμμετέχει στην έρευνα, είτε με φυσική παρουσία είτε μέσω τηλεφώνου ή διαδικτυακά;","{Ναί,Όχι}",1,parent,single,C,30
43,Αν ναί... Φέρε στο μυαλό σου την πιο πρόσφατη αλληλεπίδραση με αυτό το παιδί σου,"{Σπίτι,Σχολείο,Αυτοκίνητο,Αλλού με Φυσική Παρουσία,Διαδικτυακά, τηλεφωνικώς, ή με μηνύματα}",true,parent,multiple,B,30
79,Αν ναί... Φέρε στο μυαλό σου την πιο πρόσφατη αλληλεπίδραση με αυτό το παιδί σου,"{Σπίτι,Σχολείο,Αυτοκίνητο,Αλλού με Φυσική Παρουσία,Διαδικτυακά, τηλεφωνικώς, ή με μηνύματα}",true,parent,multiple,C,30
45,Tι αφορούσε η αλληλεπίδραση;,"{Σχέσεις του παιδιού στην οικογένεια,Σχέσεις του παιδιού με φίλους,Σχέσεις του παιδιού για το άτομο που το ενδιαφέρει,Σχολείο και Διάβασμα,Ιατρικά θέματα στην οικογένεια,Συναισθηματικές δυσκολίες στην οικογένεια,Άλλο}",true,parent,multiple,B,30
81,Tι αφορούσε η αλληλεπίδραση;,"{Σχέσεις του παιδιού στην οικογένεια,Σχέσεις του παιδιού με φίλους,Σχέσεις του παιδιού για το άτομο που το ενδιαφέρει,Σχολείο και Διάβασμα,Ιατρικά θέματα στην οικογένεια,Συναισθηματικές δυσκολίες στην οικογένεια,Άλλο}",true,parent,multiple,C,30
10,"Πως αισθάνθηκες, στο πλαίσιο της αλληλεπίδρασης;","{Θυμωμένος,Χαρούμενος,Συγκεντρωμένος,Αγχωμένος,Ήρεμος,Απογοητευμένος}",true,parent,single,A,30
46,"Πως αισθάνθηκες, στο πλαίσιο της αλληλεπίδρασης;","{Θυμωμένος,Χαρούμενος,Συγκεντρωμένος,Αγχωμένος,Ήρεμος,Απογοητευμένος}",true,parent,single,B,30
122,"Από το τελευταίο μπιπ, είχες οποιαδήποτε δυσκολία που να σχετίζεται με:","{Σχέση με τους γονείς μου,Σχέση με τα αδέρφια μου,Ιατρικά θέματα άλλων μελών της οικογένειας,Δικά μου ιατρικά θέματα,Συναισθηματικές δυσκολίες άλλων μελών της οικογένειας,Δικές μου συναισθηματικές δυσκολίες,Σχέση με το άτομο που με ενδιαφέρει,Σχέση με τους συμμαθητές και φίλους μου,Σχέση με τους καθηγητές μου,Δυσκολίες που αφορούν την επίδοση μου,Δυσκολίες που αφορούν το διάβασμα,Οικονομικές Δυσκολίες,Αγωνίες για το μέλλον,Άλλη δυσκολία}",0,child,multiple,A,30
123,"Πως αισθάνθηκες, κατά τη διάρκεια αυτών των δυσκολίων;","{Θυμωμένος,Χαρούμενος,Συγκεντρωμένος,Αγχωμένος,Απογοητευμένος,Ήρεμος}",0,child,single,A,30
117,"Αν ΝΑΙ, πως θα περιέγραφες την μαθησιακή σου απόδοση; | Μπορούσα να τελειώσω τις εργασίες μου. ","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",true,child,single,A,30
118,"Αν ΝΑΙ, πως θα περιέγραφες την μαθησιακή σου απόδοση; | Μπορούσα να διαχειριστώ το άγχος μου κατά τη διάρκεια του μαθήματος ή της μελέτης.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",true,child,single,A,30
124,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Είπα και έδειξα το πως πραγματικά αισθανόμουν.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
125,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Σκεφτόμουν εκείνη τη στιγμή ότι δεν είμαι καλός/η σε τίποτα.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,child,single,A,30
126,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Είπα και έδειξα το πως πραγματικά αισθανόμουν.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
1,Πως θα περιέγραφες την κατάσταση σου αυτή τη στιγμή; | Χαρούμενος/η και με καλή διάθεση,"{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,parent,single,A,30
2,Πως θα περιέγραφες την κατάσταση σου αυτή τη στιγμή; | Ήρεμος/η και γαλήνιος/α,"{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,parent,single,A,30
127,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Απομακρύνθηκα από τους άλλους ώστε να μείνω μόνος/η.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,child,single,A,30
128,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Είπα ξεκάθαρα τη δική μου άποψη.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
129,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Ζήτησα βοήθεια ή και συμβουλές  από άλλους για το τι να κάνω.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,child,single,A,30
130,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Άκουσα τι λένε οι άλλοι και προσπάθησα να καταλάβω την άποψη τους.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
131,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Ένιωσα ότι άλλα άτομα έφταιγαν για αυτό που συμβαίνει.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,child,single,A,30
132,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Προσπάθησα να οργανώσω όσα έπρεπε να κάνω βάζοντας προτεραιότητες.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
133,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Απέφυγα να κάνω κάτι που μου άρεσε ή ήταν σημαντικό για εμένα.","{Δεν ισχύει καθόλου  0,Ισχύει σε μέτριο βαθμό  1,Ισχύει πάρα πολύ  2}",0,child,single,A,30
134,"Προσπάθησε να φέρεις κατά νου, τι σκέφτηκες και έκανες τα πρώτα λεπτά μετά τις δυσκολίες που ανέφερες πιο πριν. Σε ποιο βαθμό ισχύουν τα πιο κάτω όσον αφορά το τρόπο με τον οποίο διαχειρίστηκες τις δυσκολίες αυτές: | Σκεφτόμουν όλους τους τρόπους με τους οποίους η κατάσταση μπορεί να χειροτερέψει.","{Δεν ισχύει καθόλου 0,Ισχύει σε μέτριο βαθμό 1,Ισχύει πάρα πολύ 2}",0,child,single,A,30
